"seed","basename","file","threshold","pep_total","pep_pass","q_total","q_pass"
84,"tcell30p_scored_target","tcell30p_scored_target_seed84_label0_pep_ipspline.txt",0.01,132,94,132,104
84,"tcell30p_scored_target","tcell30p_scored_target_seed84_label0_pep_ipspline.txt",0.05,132,95,132,106
85,"tcell30p_scored_target","tcell30p_scored_target_seed85_label0_pep_ipspline.txt",0.01,132,94,132,105
85,"tcell30p_scored_target","tcell30p_scored_target_seed85_label0_pep_ipspline.txt",0.05,132,95,132,106
86,"tcell30p_scored_target","tcell30p_scored_target_seed86_label0_pep_ipspline.txt",0.01,132,94,132,102
86,"tcell30p_scored_target","tcell30p_scored_target_seed86_label0_pep_ipspline.txt",0.05,132,95,132,106
87,"tcell30p_scored_target","tcell30p_scored_target_seed87_label0_pep_ipspline.txt",0.01,132,94,132,103
87,"tcell30p_scored_target","tcell30p_scored_target_seed87_label0_pep_ipspline.txt",0.05,132,95,132,105
88,"tcell30p_scored_target","tcell30p_scored_target_seed88_label0_pep_ipspline.txt",0.01,132,94,132,102
88,"tcell30p_scored_target","tcell30p_scored_target_seed88_label0_pep_ipspline.txt",0.05,132,95,132,105
89,"tcell30p_scored_target","tcell30p_scored_target_seed89_label0_pep_ipspline.txt",0.01,132,94,132,103
89,"tcell30p_scored_target","tcell30p_scored_target_seed89_label0_pep_ipspline.txt",0.05,132,95,132,106
90,"tcell30p_scored_target","tcell30p_scored_target_seed90_label0_pep_ipspline.txt",0.01,132,94,132,104
90,"tcell30p_scored_target","tcell30p_scored_target_seed90_label0_pep_ipspline.txt",0.05,132,95,132,105
91,"tcell30p_scored_target","tcell30p_scored_target_seed91_label0_pep_ipspline.txt",0.01,132,94,132,105
91,"tcell30p_scored_target","tcell30p_scored_target_seed91_label0_pep_ipspline.txt",0.05,132,95,132,105
92,"tcell30p_scored_target","tcell30p_scored_target_seed92_label0_pep_ipspline.txt",0.01,132,94,132,105
92,"tcell30p_scored_target","tcell30p_scored_target_seed92_label0_pep_ipspline.txt",0.05,132,95,132,106
93,"tcell30p_scored_target","tcell30p_scored_target_seed93_label0_pep_ipspline.txt",0.01,132,94,132,104
93,"tcell30p_scored_target","tcell30p_scored_target_seed93_label0_pep_ipspline.txt",0.05,132,95,132,106
94,"tcell30p_scored_target","tcell30p_scored_target_seed94_label0_pep_ipspline.txt",0.01,132,94,132,105
94,"tcell30p_scored_target","tcell30p_scored_target_seed94_label0_pep_ipspline.txt",0.05,132,95,132,106
95,"tcell30p_scored_target","tcell30p_scored_target_seed95_label0_pep_ipspline.txt",0.01,132,94,132,103
95,"tcell30p_scored_target","tcell30p_scored_target_seed95_label0_pep_ipspline.txt",0.05,132,95,132,105
96,"tcell30p_scored_target","tcell30p_scored_target_seed96_label0_pep_ipspline.txt",0.01,132,94,132,103
96,"tcell30p_scored_target","tcell30p_scored_target_seed96_label0_pep_ipspline.txt",0.05,132,95,132,106
97,"tcell30p_scored_target","tcell30p_scored_target_seed97_label0_pep_ipspline.txt",0.01,132,94,132,104
97,"tcell30p_scored_target","tcell30p_scored_target_seed97_label0_pep_ipspline.txt",0.05,132,95,132,105
98,"tcell30p_scored_target","tcell30p_scored_target_seed98_label0_pep_ipspline.txt",0.01,132,94,132,105
98,"tcell30p_scored_target","tcell30p_scored_target_seed98_label0_pep_ipspline.txt",0.05,132,95,132,106
99,"tcell30p_scored_target","tcell30p_scored_target_seed99_label0_pep_ipspline.txt",0.01,132,94,132,105
99,"tcell30p_scored_target","tcell30p_scored_target_seed99_label0_pep_ipspline.txt",0.05,132,95,132,106
100,"tcell30p_scored_target","tcell30p_scored_target_seed100_label0_pep_ipspline.txt",0.01,132,94,132,104
100,"tcell30p_scored_target","tcell30p_scored_target_seed100_label0_pep_ipspline.txt",0.05,132,95,132,106
1,"tcell3p_scored_target","tcell3p_scored_target_seed1_label0_pep_ipspline.txt",0.01,132,0,132,56
1,"tcell3p_scored_target","tcell3p_scored_target_seed1_label0_pep_ipspline.txt",0.05,132,53,132,61
2,"tcell3p_scored_target","tcell3p_scored_target_seed2_label0_pep_ipspline.txt",0.01,132,0,132,56
2,"tcell3p_scored_target","tcell3p_scored_target_seed2_label0_pep_ipspline.txt",0.05,132,52,132,59
3,"tcell3p_scored_target","tcell3p_scored_target_seed3_label0_pep_ipspline.txt",0.01,132,39,132,51
3,"tcell3p_scored_target","tcell3p_scored_target_seed3_label0_pep_ipspline.txt",0.05,132,42,132,54
4,"tcell3p_scored_target","tcell3p_scored_target_seed4_label0_pep_ipspline.txt",0.01,132,0,132,55
4,"tcell3p_scored_target","tcell3p_scored_target_seed4_label0_pep_ipspline.txt",0.05,132,52,132,59
5,"tcell3p_scored_target","tcell3p_scored_target_seed5_label0_pep_ipspline.txt",0.01,132,38,132,55
5,"tcell3p_scored_target","tcell3p_scored_target_seed5_label0_pep_ipspline.txt",0.05,132,51,132,58
6,"tcell3p_scored_target","tcell3p_scored_target_seed6_label0_pep_ipspline.txt",0.01,132,0,132,56
6,"tcell3p_scored_target","tcell3p_scored_target_seed6_label0_pep_ipspline.txt",0.05,132,53,132,59
7,"tcell3p_scored_target","tcell3p_scored_target_seed7_label0_pep_ipspline.txt",0.01,132,0,132,56
7,"tcell3p_scored_target","tcell3p_scored_target_seed7_label0_pep_ipspline.txt",0.05,132,53,132,59
8,"tcell3p_scored_target","tcell3p_scored_target_seed8_label0_pep_ipspline.txt",0.01,132,39,132,51
8,"tcell3p_scored_target","tcell3p_scored_target_seed8_label0_pep_ipspline.txt",0.05,132,42,132,57
9,"tcell3p_scored_target","tcell3p_scored_target_seed9_label0_pep_ipspline.txt",0.01,132,39,132,54
9,"tcell3p_scored_target","tcell3p_scored_target_seed9_label0_pep_ipspline.txt",0.05,132,44,132,58
10,"tcell3p_scored_target","tcell3p_scored_target_seed10_label0_pep_ipspline.txt",0.01,132,39,132,54
10,"tcell3p_scored_target","tcell3p_scored_target_seed10_label0_pep_ipspline.txt",0.05,132,43,132,56
11,"tcell3p_scored_target","tcell3p_scored_target_seed11_label0_pep_ipspline.txt",0.01,132,38,132,54
11,"tcell3p_scored_target","tcell3p_scored_target_seed11_label0_pep_ipspline.txt",0.05,132,46,132,58
12,"tcell3p_scored_target","tcell3p_scored_target_seed12_label0_pep_ipspline.txt",0.01,132,52,132,59
12,"tcell3p_scored_target","tcell3p_scored_target_seed12_label0_pep_ipspline.txt",0.05,132,54,132,65
13,"tcell3p_scored_target","tcell3p_scored_target_seed13_label0_pep_ipspline.txt",0.01,132,0,132,54
13,"tcell3p_scored_target","tcell3p_scored_target_seed13_label0_pep_ipspline.txt",0.05,132,52,132,60
14,"tcell3p_scored_target","tcell3p_scored_target_seed14_label0_pep_ipspline.txt",0.01,132,38,132,52
14,"tcell3p_scored_target","tcell3p_scored_target_seed14_label0_pep_ipspline.txt",0.05,132,46,132,59
15,"tcell3p_scored_target","tcell3p_scored_target_seed15_label0_pep_ipspline.txt",0.01,132,51,132,58
15,"tcell3p_scored_target","tcell3p_scored_target_seed15_label0_pep_ipspline.txt",0.05,132,53,132,59
16,"tcell3p_scored_target","tcell3p_scored_target_seed16_label0_pep_ipspline.txt",0.01,132,0,132,55
16,"tcell3p_scored_target","tcell3p_scored_target_seed16_label0_pep_ipspline.txt",0.05,132,53,132,61
17,"tcell3p_scored_target","tcell3p_scored_target_seed17_label0_pep_ipspline.txt",0.01,132,38,132,54
17,"tcell3p_scored_target","tcell3p_scored_target_seed17_label0_pep_ipspline.txt",0.05,132,51,132,59
18,"tcell3p_scored_target","tcell3p_scored_target_seed18_label0_pep_ipspline.txt",0.01,132,38,132,55
18,"tcell3p_scored_target","tcell3p_scored_target_seed18_label0_pep_ipspline.txt",0.05,132,48,132,59
19,"tcell3p_scored_target","tcell3p_scored_target_seed19_label0_pep_ipspline.txt",0.01,132,38,132,0
19,"tcell3p_scored_target","tcell3p_scored_target_seed19_label0_pep_ipspline.txt",0.05,132,41,132,56
20,"tcell3p_scored_target","tcell3p_scored_target_seed20_label0_pep_ipspline.txt",0.01,132,38,132,56
20,"tcell3p_scored_target","tcell3p_scored_target_seed20_label0_pep_ipspline.txt",0.05,132,48,132,57
21,"tcell3p_scored_target","tcell3p_scored_target_seed21_label0_pep_ipspline.txt",0.01,132,52,132,60
21,"tcell3p_scored_target","tcell3p_scored_target_seed21_label0_pep_ipspline.txt",0.05,132,54,132,66
22,"tcell3p_scored_target","tcell3p_scored_target_seed22_label0_pep_ipspline.txt",0.01,132,39,132,54
22,"tcell3p_scored_target","tcell3p_scored_target_seed22_label0_pep_ipspline.txt",0.05,132,43,132,56
23,"tcell3p_scored_target","tcell3p_scored_target_seed23_label0_pep_ipspline.txt",0.01,132,38,132,55
23,"tcell3p_scored_target","tcell3p_scored_target_seed23_label0_pep_ipspline.txt",0.05,132,51,132,58
24,"tcell3p_scored_target","tcell3p_scored_target_seed24_label0_pep_ipspline.txt",0.01,132,51,132,58
24,"tcell3p_scored_target","tcell3p_scored_target_seed24_label0_pep_ipspline.txt",0.05,132,54,132,63
25,"tcell3p_scored_target","tcell3p_scored_target_seed25_label0_pep_ipspline.txt",0.01,132,0,132,0
25,"tcell3p_scored_target","tcell3p_scored_target_seed25_label0_pep_ipspline.txt",0.05,132,43,132,57
26,"tcell3p_scored_target","tcell3p_scored_target_seed26_label0_pep_ipspline.txt",0.01,132,0,132,57
26,"tcell3p_scored_target","tcell3p_scored_target_seed26_label0_pep_ipspline.txt",0.05,132,53,132,60
27,"tcell3p_scored_target","tcell3p_scored_target_seed27_label0_pep_ipspline.txt",0.01,132,39,132,54
27,"tcell3p_scored_target","tcell3p_scored_target_seed27_label0_pep_ipspline.txt",0.05,132,45,132,57
28,"tcell3p_scored_target","tcell3p_scored_target_seed28_label0_pep_ipspline.txt",0.01,132,51,132,56
28,"tcell3p_scored_target","tcell3p_scored_target_seed28_label0_pep_ipspline.txt",0.05,132,53,132,60
29,"tcell3p_scored_target","tcell3p_scored_target_seed29_label0_pep_ipspline.txt",0.01,132,39,132,52
29,"tcell3p_scored_target","tcell3p_scored_target_seed29_label0_pep_ipspline.txt",0.05,132,42,132,56
30,"tcell3p_scored_target","tcell3p_scored_target_seed30_label0_pep_ipspline.txt",0.01,132,0,132,56
30,"tcell3p_scored_target","tcell3p_scored_target_seed30_label0_pep_ipspline.txt",0.05,132,53,132,60
31,"tcell3p_scored_target","tcell3p_scored_target_seed31_label0_pep_ipspline.txt",0.01,132,51,132,57
31,"tcell3p_scored_target","tcell3p_scored_target_seed31_label0_pep_ipspline.txt",0.05,132,53,132,60
32,"tcell3p_scored_target","tcell3p_scored_target_seed32_label0_pep_ipspline.txt",0.01,132,0,132,55
32,"tcell3p_scored_target","tcell3p_scored_target_seed32_label0_pep_ipspline.txt",0.05,132,53,132,62
33,"tcell3p_scored_target","tcell3p_scored_target_seed33_label0_pep_ipspline.txt",0.01,132,39,132,54
33,"tcell3p_scored_target","tcell3p_scored_target_seed33_label0_pep_ipspline.txt",0.05,132,43,132,57
34,"tcell3p_scored_target","tcell3p_scored_target_seed34_label0_pep_ipspline.txt",0.01,132,51,132,57
34,"tcell3p_scored_target","tcell3p_scored_target_seed34_label0_pep_ipspline.txt",0.05,132,53,132,61
35,"tcell3p_scored_target","tcell3p_scored_target_seed35_label0_pep_ipspline.txt",0.01,132,39,132,54
35,"tcell3p_scored_target","tcell3p_scored_target_seed35_label0_pep_ipspline.txt",0.05,132,45,132,58
36,"tcell3p_scored_target","tcell3p_scored_target_seed36_label0_pep_ipspline.txt",0.01,132,51,132,58
36,"tcell3p_scored_target","tcell3p_scored_target_seed36_label0_pep_ipspline.txt",0.05,132,54,132,65
37,"tcell3p_scored_target","tcell3p_scored_target_seed37_label0_pep_ipspline.txt",0.01,132,39,132,54
37,"tcell3p_scored_target","tcell3p_scored_target_seed37_label0_pep_ipspline.txt",0.05,132,44,132,57
38,"tcell3p_scored_target","tcell3p_scored_target_seed38_label0_pep_ipspline.txt",0.01,132,38,132,53
38,"tcell3p_scored_target","tcell3p_scored_target_seed38_label0_pep_ipspline.txt",0.05,132,51,132,60
39,"tcell3p_scored_target","tcell3p_scored_target_seed39_label0_pep_ipspline.txt",0.01,132,0,132,55
39,"tcell3p_scored_target","tcell3p_scored_target_seed39_label0_pep_ipspline.txt",0.05,132,52,132,59
40,"tcell3p_scored_target","tcell3p_scored_target_seed40_label0_pep_ipspline.txt",0.01,132,51,132,58
40,"tcell3p_scored_target","tcell3p_scored_target_seed40_label0_pep_ipspline.txt",0.05,132,53,132,59
41,"tcell3p_scored_target","tcell3p_scored_target_seed41_label0_pep_ipspline.txt",0.01,132,39,132,55
41,"tcell3p_scored_target","tcell3p_scored_target_seed41_label0_pep_ipspline.txt",0.05,132,45,132,57
42,"tcell3p_scored_target","tcell3p_scored_target_seed42_label0_pep_ipspline.txt",0.01,132,39,132,51
42,"tcell3p_scored_target","tcell3p_scored_target_seed42_label0_pep_ipspline.txt",0.05,132,42,132,54
43,"tcell3p_scored_target","tcell3p_scored_target_seed43_label0_pep_ipspline.txt",0.01,132,38,132,55
43,"tcell3p_scored_target","tcell3p_scored_target_seed43_label0_pep_ipspline.txt",0.05,132,46,132,59
44,"tcell3p_scored_target","tcell3p_scored_target_seed44_label0_pep_ipspline.txt",0.01,132,38,132,54
44,"tcell3p_scored_target","tcell3p_scored_target_seed44_label0_pep_ipspline.txt",0.05,132,51,132,59
45,"tcell3p_scored_target","tcell3p_scored_target_seed45_label0_pep_ipspline.txt",0.01,132,51,132,57
45,"tcell3p_scored_target","tcell3p_scored_target_seed45_label0_pep_ipspline.txt",0.05,132,53,132,62
46,"tcell3p_scored_target","tcell3p_scored_target_seed46_label0_pep_ipspline.txt",0.01,132,0,132,0
46,"tcell3p_scored_target","tcell3p_scored_target_seed46_label0_pep_ipspline.txt",0.05,132,43,132,58
47,"tcell3p_scored_target","tcell3p_scored_target_seed47_label0_pep_ipspline.txt",0.01,132,39,132,54
47,"tcell3p_scored_target","tcell3p_scored_target_seed47_label0_pep_ipspline.txt",0.05,132,42,132,55
48,"tcell3p_scored_target","tcell3p_scored_target_seed48_label0_pep_ipspline.txt",0.01,132,0,132,57
48,"tcell3p_scored_target","tcell3p_scored_target_seed48_label0_pep_ipspline.txt",0.05,132,53,132,58
49,"tcell3p_scored_target","tcell3p_scored_target_seed49_label0_pep_ipspline.txt",0.01,132,38,132,55
49,"tcell3p_scored_target","tcell3p_scored_target_seed49_label0_pep_ipspline.txt",0.05,132,47,132,58
50,"tcell3p_scored_target","tcell3p_scored_target_seed50_label0_pep_ipspline.txt",0.01,132,39,132,52
50,"tcell3p_scored_target","tcell3p_scored_target_seed50_label0_pep_ipspline.txt",0.05,132,42,132,56
51,"tcell3p_scored_target","tcell3p_scored_target_seed51_label0_pep_ipspline.txt",0.01,132,51,132,54
51,"tcell3p_scored_target","tcell3p_scored_target_seed51_label0_pep_ipspline.txt",0.05,132,53,132,61
52,"tcell3p_scored_target","tcell3p_scored_target_seed52_label0_pep_ipspline.txt",0.01,132,38,132,55
52,"tcell3p_scored_target","tcell3p_scored_target_seed52_label0_pep_ipspline.txt",0.05,132,45,132,57
53,"tcell3p_scored_target","tcell3p_scored_target_seed53_label0_pep_ipspline.txt",0.01,132,39,132,0
53,"tcell3p_scored_target","tcell3p_scored_target_seed53_label0_pep_ipspline.txt",0.05,132,41,132,53
54,"tcell3p_scored_target","tcell3p_scored_target_seed54_label0_pep_ipspline.txt",0.01,132,0,132,55
54,"tcell3p_scored_target","tcell3p_scored_target_seed54_label0_pep_ipspline.txt",0.05,132,53,132,61
55,"tcell3p_scored_target","tcell3p_scored_target_seed55_label0_pep_ipspline.txt",0.01,132,39,132,55
55,"tcell3p_scored_target","tcell3p_scored_target_seed55_label0_pep_ipspline.txt",0.05,132,45,132,57
56,"tcell3p_scored_target","tcell3p_scored_target_seed56_label0_pep_ipspline.txt",0.01,132,39,132,54
56,"tcell3p_scored_target","tcell3p_scored_target_seed56_label0_pep_ipspline.txt",0.05,132,43,132,57
57,"tcell3p_scored_target","tcell3p_scored_target_seed57_label0_pep_ipspline.txt",0.01,132,52,132,60
57,"tcell3p_scored_target","tcell3p_scored_target_seed57_label0_pep_ipspline.txt",0.05,132,54,132,64
58,"tcell3p_scored_target","tcell3p_scored_target_seed58_label0_pep_ipspline.txt",0.01,132,51,132,57
58,"tcell3p_scored_target","tcell3p_scored_target_seed58_label0_pep_ipspline.txt",0.05,132,53,132,62
59,"tcell3p_scored_target","tcell3p_scored_target_seed59_label0_pep_ipspline.txt",0.01,132,39,132,52
59,"tcell3p_scored_target","tcell3p_scored_target_seed59_label0_pep_ipspline.txt",0.05,132,41,132,54
60,"tcell3p_scored_target","tcell3p_scored_target_seed60_label0_pep_ipspline.txt",0.01,132,0,132,56
60,"tcell3p_scored_target","tcell3p_scored_target_seed60_label0_pep_ipspline.txt",0.05,132,53,132,59
61,"tcell3p_scored_target","tcell3p_scored_target_seed61_label0_pep_ipspline.txt",0.01,132,51,132,55
61,"tcell3p_scored_target","tcell3p_scored_target_seed61_label0_pep_ipspline.txt",0.05,132,53,132,61
62,"tcell3p_scored_target","tcell3p_scored_target_seed62_label0_pep_ipspline.txt",0.01,132,0,132,55
62,"tcell3p_scored_target","tcell3p_scored_target_seed62_label0_pep_ipspline.txt",0.05,132,53,132,61
63,"tcell3p_scored_target","tcell3p_scored_target_seed63_label0_pep_ipspline.txt",0.01,132,39,132,55
63,"tcell3p_scored_target","tcell3p_scored_target_seed63_label0_pep_ipspline.txt",0.05,132,45,132,58
64,"tcell3p_scored_target","tcell3p_scored_target_seed64_label0_pep_ipspline.txt",0.01,132,0,132,57
64,"tcell3p_scored_target","tcell3p_scored_target_seed64_label0_pep_ipspline.txt",0.05,132,53,132,59
65,"tcell3p_scored_target","tcell3p_scored_target_seed65_label0_pep_ipspline.txt",0.01,132,39,132,0
65,"tcell3p_scored_target","tcell3p_scored_target_seed65_label0_pep_ipspline.txt",0.05,132,41,132,53
66,"tcell3p_scored_target","tcell3p_scored_target_seed66_label0_pep_ipspline.txt",0.01,132,0,132,54
66,"tcell3p_scored_target","tcell3p_scored_target_seed66_label0_pep_ipspline.txt",0.05,132,52,132,59
67,"tcell3p_scored_target","tcell3p_scored_target_seed67_label0_pep_ipspline.txt",0.01,132,0,132,56
67,"tcell3p_scored_target","tcell3p_scored_target_seed67_label0_pep_ipspline.txt",0.05,132,52,132,59
68,"tcell3p_scored_target","tcell3p_scored_target_seed68_label0_pep_ipspline.txt",0.01,132,0,132,54
68,"tcell3p_scored_target","tcell3p_scored_target_seed68_label0_pep_ipspline.txt",0.05,132,52,132,60
69,"tcell3p_scored_target","tcell3p_scored_target_seed69_label0_pep_ipspline.txt",0.01,132,39,132,54
69,"tcell3p_scored_target","tcell3p_scored_target_seed69_label0_pep_ipspline.txt",0.05,132,42,132,55
70,"tcell3p_scored_target","tcell3p_scored_target_seed70_label0_pep_ipspline.txt",0.01,132,38,132,54
70,"tcell3p_scored_target","tcell3p_scored_target_seed70_label0_pep_ipspline.txt",0.05,132,46,132,58
71,"tcell3p_scored_target","tcell3p_scored_target_seed71_label0_pep_ipspline.txt",0.01,132,0,132,53
71,"tcell3p_scored_target","tcell3p_scored_target_seed71_label0_pep_ipspline.txt",0.05,132,52,132,60
72,"tcell3p_scored_target","tcell3p_scored_target_seed72_label0_pep_ipspline.txt",0.01,132,52,132,61
72,"tcell3p_scored_target","tcell3p_scored_target_seed72_label0_pep_ipspline.txt",0.05,132,53,132,62
73,"tcell3p_scored_target","tcell3p_scored_target_seed73_label0_pep_ipspline.txt",0.01,132,39,132,54
73,"tcell3p_scored_target","tcell3p_scored_target_seed73_label0_pep_ipspline.txt",0.05,132,45,132,57
74,"tcell3p_scored_target","tcell3p_scored_target_seed74_label0_pep_ipspline.txt",0.01,132,39,132,53
74,"tcell3p_scored_target","tcell3p_scored_target_seed74_label0_pep_ipspline.txt",0.05,132,43,132,56
75,"tcell3p_scored_target","tcell3p_scored_target_seed75_label0_pep_ipspline.txt",0.01,132,0,132,55
75,"tcell3p_scored_target","tcell3p_scored_target_seed75_label0_pep_ipspline.txt",0.05,132,53,132,61
76,"tcell3p_scored_target","tcell3p_scored_target_seed76_label0_pep_ipspline.txt",0.01,132,52,132,61
76,"tcell3p_scored_target","tcell3p_scored_target_seed76_label0_pep_ipspline.txt",0.05,132,54,132,63
77,"tcell3p_scored_target","tcell3p_scored_target_seed77_label0_pep_ipspline.txt",0.01,132,0,132,55
77,"tcell3p_scored_target","tcell3p_scored_target_seed77_label0_pep_ipspline.txt",0.05,132,52,132,59
78,"tcell3p_scored_target","tcell3p_scored_target_seed78_label0_pep_ipspline.txt",0.01,132,0,132,56
78,"tcell3p_scored_target","tcell3p_scored_target_seed78_label0_pep_ipspline.txt",0.05,132,52,132,58
79,"tcell3p_scored_target","tcell3p_scored_target_seed79_label0_pep_ipspline.txt",0.01,132,39,132,51
79,"tcell3p_scored_target","tcell3p_scored_target_seed79_label0_pep_ipspline.txt",0.05,132,41,132,54
80,"tcell3p_scored_target","tcell3p_scored_target_seed80_label0_pep_ipspline.txt",0.01,132,0,132,55
80,"tcell3p_scored_target","tcell3p_scored_target_seed80_label0_pep_ipspline.txt",0.05,132,53,132,60
81,"tcell3p_scored_target","tcell3p_scored_target_seed81_label0_pep_ipspline.txt",0.01,132,51,132,58
81,"tcell3p_scored_target","tcell3p_scored_target_seed81_label0_pep_ipspline.txt",0.05,132,53,132,60
82,"tcell3p_scored_target","tcell3p_scored_target_seed82_label0_pep_ipspline.txt",0.01,132,38,132,52
82,"tcell3p_scored_target","tcell3p_scored_target_seed82_label0_pep_ipspline.txt",0.05,132,51,132,60
83,"tcell3p_scored_target","tcell3p_scored_target_seed83_label0_pep_ipspline.txt",0.01,132,39,132,53
83,"tcell3p_scored_target","tcell3p_scored_target_seed83_label0_pep_ipspline.txt",0.05,132,45,132,58
84,"tcell3p_scored_target","tcell3p_scored_target_seed84_label0_pep_ipspline.txt",0.01,132,51,132,57
84,"tcell3p_scored_target","tcell3p_scored_target_seed84_label0_pep_ipspline.txt",0.05,132,53,132,63
85,"tcell3p_scored_target","tcell3p_scored_target_seed85_label0_pep_ipspline.txt",0.01,132,0,132,55
85,"tcell3p_scored_target","tcell3p_scored_target_seed85_label0_pep_ipspline.txt",0.05,132,53,132,60
86,"tcell3p_scored_target","tcell3p_scored_target_seed86_label0_pep_ipspline.txt",0.01,132,39,132,55
86,"tcell3p_scored_target","tcell3p_scored_target_seed86_label0_pep_ipspline.txt",0.05,132,44,132,57
87,"tcell3p_scored_target","tcell3p_scored_target_seed87_label0_pep_ipspline.txt",0.01,132,39,132,54
87,"tcell3p_scored_target","tcell3p_scored_target_seed87_label0_pep_ipspline.txt",0.05,132,43,132,56
88,"tcell3p_scored_target","tcell3p_scored_target_seed88_label0_pep_ipspline.txt",0.01,132,39,132,52
88,"tcell3p_scored_target","tcell3p_scored_target_seed88_label0_pep_ipspline.txt",0.05,132,42,132,55
89,"tcell3p_scored_target","tcell3p_scored_target_seed89_label0_pep_ipspline.txt",0.01,132,39,132,52
89,"tcell3p_scored_target","tcell3p_scored_target_seed89_label0_pep_ipspline.txt",0.05,132,41,132,54
90,"tcell3p_scored_target","tcell3p_scored_target_seed90_label0_pep_ipspline.txt",0.01,132,38,132,52
90,"tcell3p_scored_target","tcell3p_scored_target_seed90_label0_pep_ipspline.txt",0.05,132,46,132,58
91,"tcell3p_scored_target","tcell3p_scored_target_seed91_label0_pep_ipspline.txt",0.01,132,39,132,54
91,"tcell3p_scored_target","tcell3p_scored_target_seed91_label0_pep_ipspline.txt",0.05,132,45,132,57
92,"tcell3p_scored_target","tcell3p_scored_target_seed92_label0_pep_ipspline.txt",0.01,132,51,132,56
92,"tcell3p_scored_target","tcell3p_scored_target_seed92_label0_pep_ipspline.txt",0.05,132,53,132,62
93,"tcell3p_scored_target","tcell3p_scored_target_seed93_label0_pep_ipspline.txt",0.01,132,39,132,50
93,"tcell3p_scored_target","tcell3p_scored_target_seed93_label0_pep_ipspline.txt",0.05,132,42,132,56
94,"tcell3p_scored_target","tcell3p_scored_target_seed94_label0_pep_ipspline.txt",0.01,132,39,132,53
94,"tcell3p_scored_target","tcell3p_scored_target_seed94_label0_pep_ipspline.txt",0.05,132,42,132,56
95,"tcell3p_scored_target","tcell3p_scored_target_seed95_label0_pep_ipspline.txt",0.01,132,51,132,55
95,"tcell3p_scored_target","tcell3p_scored_target_seed95_label0_pep_ipspline.txt",0.05,132,53,132,61
96,"tcell3p_scored_target","tcell3p_scored_target_seed96_label0_pep_ipspline.txt",0.01,132,38,132,54
96,"tcell3p_scored_target","tcell3p_scored_target_seed96_label0_pep_ipspline.txt",0.05,132,51,132,58
97,"tcell3p_scored_target","tcell3p_scored_target_seed97_label0_pep_ipspline.txt",0.01,132,52,132,59
97,"tcell3p_scored_target","tcell3p_scored_target_seed97_label0_pep_ipspline.txt",0.05,132,53,132,60
98,"tcell3p_scored_target","tcell3p_scored_target_seed98_label0_pep_ipspline.txt",0.01,132,0,132,56
98,"tcell3p_scored_target","tcell3p_scored_target_seed98_label0_pep_ipspline.txt",0.05,132,53,132,60
99,"tcell3p_scored_target","tcell3p_scored_target_seed99_label0_pep_ipspline.txt",0.01,132,38,132,54
99,"tcell3p_scored_target","tcell3p_scored_target_seed99_label0_pep_ipspline.txt",0.05,132,46,132,57
100,"tcell3p_scored_target","tcell3p_scored_target_seed100_label0_pep_ipspline.txt",0.01,132,0,132,55
100,"tcell3p_scored_target","tcell3p_scored_target_seed100_label0_pep_ipspline.txt",0.05,132,51,132,58
